frame,left_elbow,right_elbow,left_knee,right_knee,bar_x,bar_y,time_sec,bar_velocity
359,132.2286,145.90509,176.5169,169.12381,1008,604,14.51466352201258,-37.0
360,141.2197,152.19592,177.97173,168.14725,1017,632,14.555094339622642,-28.0
361,150.05077,151.52647,179.56703,172.3273,1027,662,14.595525157232705,-30.0
362,155.15384,150.28488,178.687,171.97337,1038,663,14.635955974842767,-1.0
363,153.11742,148.51854,179.54932,171.50943,1042,645,14.676386792452831,18.0
364,157.1512,145.31973,178.72511,173.32626,1041,623,14.716817610062893,22.0
365,151.90332,151.22958,178.91736,171.5399,1041,615,14.757248427672957,8.0
366,155.30878,161.71849,175.04985,175.21451,1041,631,14.79767924528302,-16.0
367,161.60765,163.40376,173.27481,176.9294,1037,659,14.838110062893083,-28.0
368,165.23692,168.54404,172.10727,177.46278,1031,681,14.878540880503145,-22.0
369,153.85039,164.80936,164.94868,177.32913,1022,645,14.918971698113209,36.0
370,1.1415817,23.992805,165.38452,179.83447,1025,517,14.959402515723271,128.0
